product_id,product_name,price,category,country_made,brand
107359,Jacquard Funky Groovy Tie Dye Kit - Includes Pre-Measured Procion MX Dye in Magenta Turquoise and Yellow - with Soda Ash Dye Fixer,0.0,Fabric Decorating,canda,brandB
108673,Mystic Leaves by Oasis Fabric,15.0,Fabric Decorating,usa,brandB
107321,Jacquard Products iDye Fabric Dye: Fixative,8.22,Fabric Decorating,australia,brandE
107023,Rit Dye ProLine 1 LB Powder Dye (Black),33.49,Fabric Decorating,germany,brandF
108872,NOLITOY 4 Sets Tie Dye Powder Shirt for Teen Girls Zirtek Adultos Girls Tie Dye Outfit Tie- Dye Starter Kit Spray Tie Dye Fabric Dye Power Rubber Tie Dye Shirt Kit Bulk Tie Dye Kit Tie-dye,89.81,Fabric Decorating,australia,brandI
107515,"Rit Dye Liquid Fabric Dye, 8 Ounce, Petal Pink",14.24,Fabric Decorating,korea,brandG
108409,Spruce Batik Dye for Pysanky Easter Eggs Decorating,1.5,Fabric Decorating,germany,brandC
107156,"Jacquard Products Acid Dye, Chartreuse",6.0,Fabric Decorating,korea,brandA
107490,Jacquard Procion MX Fiber Reactive Dye (Navy),7.0,Fabric Decorating,australia,brandC
106798,Jacquard Cyanotype - for Photographic Blueprints on Paper and Fabric - 2 Component Sensitizer Set - Bundled with Moshify Sponge Brush for Application,39.99,Fabric Decorating,usa,brandH
107137,"VIWOOP Tie Dye Tool,Sinew Puller for Tie Dye,DIY tie-dye Stretching Tools,with 210D 1.0mm 273 Yards Tie-Dye Waxed Thread",19.99,Fabric Decorating,korea,brandG
107634,Jacquard Idye Natural Fabric: Navy,0.0,Fabric Decorating,usa,brandF
108677,Kleenplus. Large Big Jumbo Pineapple Mix Drink Aloha Hawaiian Island Sea Beach Iron on Patches Fashion Style Embroidered Motif Applique Decoration Emblem Costume,19.99,Fabric Decorating,korea,brandA
107288,"Tulip Dimensional Fabric Paint 65038 Dfpt 1.25Oz Slick Black, 1.25 Fl Oz (Pack of 1), As Detailed",5.5,Fabric Decorating,germany,brandA
839963,Red Heart Super Saver Yarn (3-Pack) Shaded Dusk E300-984,21.92,Knitting & Crochet Supplies,china,brandB
1052964,"Knitter's Pride 3/3.25mm Karbonz Double Pointed Needles, 6""",15.83,Knitting & Crochet Supplies,france,brandC
1050720,Caron Simply Soft Bulk Buy Paints 100% Acrylic Yarn (2-Pack) ~ 5 oz. Skeins (Baby Brights),14.02,Knitting & Crochet Supplies,germany,brandH
1049643,Row Counter for Import (ex: Sentro) Knitting Machines 48 & 40 Needles,19.99,Knitting & Crochet Supplies,korea,brandI
1050195,Yarn Winder by RRigo - Easy to Set Up and Use - Hand Operated Yarn Ball Winder 3.5 Ounce Capacity + 10 PCS Stitch Knitting Needles + 10 PCS Plastic Needles + 1PCS Scissors,15.99,Knitting & Crochet Supplies,usa,brandC
839129,Learn to Knook (Leisure Arts),9.95,Knitting & Crochet Supplies,england,brandE
838154,Bulk Buy: Lily Sugar'n Cream Ombres (2-Pack) (Surf & Sand),12.97,Knitting & Crochet Supplies,germany,brandB
839956,Cascade Yarns - Pacific Chunky - Copper Brown 158,9.0,Knitting & Crochet Supplies,germany,brandA
1051071,"Alshurlife Crochet Kits for Beginners, Set of 2 Penguins Knitting Kit Crochet Starter Kit for Beginners Adults with Yarn, Hook, Needle, Step-by-Step Video Tutorials",13.99,Knitting & Crochet Supplies,usa,brandA
841136,"DlbvFoy 107Pcs Crochet Kit, Portable Crochet Hook Set Colorful Crochet Starter Kit Complete Crochet Accessories Set with 5 Yarn Ball Metal Crochet Hooks 2 to 10mm Needles Storage Bag for Adults Kids",15.99,Knitting & Crochet Supplies,china,brandA
1050953,"Knitter's Pride-Dreamz Fixed Circular Needles 24"", Size 5/3.75mm",9.27,Knitting & Crochet Supplies,france,brandB
1053030,"(3 Pack) Lion Brand Yarn DIY Glow Yarn, Natural",19.97,Knitting & Crochet Supplies,france,brandE
841650,"100% Mercerized Cotton Yarn for Crochet and Knitting - 300g,Red-12",17.99,Knitting & Crochet Supplies,england,brandA
1053170,"Yizzvb Crochet Kit for Beginners, 3 PCS Plant Pot Crochet Start Kit with Crochet Hooks, Crochet Starter Kit for Complete Beginners Adults, Beginner Crochet Kit with Step-by-Step Video Tutorials",11.98,Knitting & Crochet Supplies,canda,brandG
1052720,Red Heart Bright Stripe Super Saver Yarn 6/Pk 6 Pack,39.56,Knitting & Crochet Supplies,canda,brandA
841660,Embroidery Needles 1 Set Sewing Needles Embroidery Needles Stainless Steel Needles with Wooden Needles Storage Case Embroidery Needles for Hand Sewing,7.99,Knitting & Crochet Supplies,england,brandH
841013,HiyaHiya 5 Inch Sharp Limited Edition Interchangeable Needle Set with Circular Case,172.95,Knitting & Crochet Supplies,korea,brandE
1052625,"Qukou Crochet Kits, Crochet Hook Set, Soft Rubber Crochet Hook Kit Knitting Hook for Crochet Yarn Craft Accessories Included",11.99,Knitting & Crochet Supplies,china,brandF
841414,Cable Holders Cable Stitch Holders Aluminum Cable Needles Bent Tapestry Yarn Needles Cable Stitch Knitting Needles for Knitting Crochet Projects 3Pcs Knitting Tool,6.19,Knitting & Crochet Supplies,australia,brandI
840490,"Mohair Pastel Yarn Grey Black - Premium Acrylic, Wool, Mohair Sport Weight Yarn 100 Gram 546 Yards",11.99,Knitting & Crochet Supplies,canda,brandB
839014,Circular Knitting Needles Organizer Case Crochet Hook Case and Knitting Accessories Zipper Bag Easy to Carry for DIY Crafts,14.62,Knitting & Crochet Supplies,england,brandG
838151,Lion Brand Knitting Yarn Wool-Ease Thick and Quick River Run 3-Skein Factory Pack (Same Dye Lot) 640-535 Bundle with 1 Artsiga Crafts Project Bag,41.48,Knitting & Crochet Supplies,australia,brandI
837585,Lily Sugar 'n Cream Yarn Bundle Plus Bamboo Knitting Gauge 100% Cotton Worsted #4 Weight (Mix 106),24.14,Knitting & Crochet Supplies,germany,brandH
1052352,Bulk Buy: Red Heart Soft Yarn (3-Pack) Waterscape E728-9935,19.32,Knitting & Crochet Supplies,usa,brandE
1052903,"Buryeah 8 Skeins Soft Chenille Yarn 437 Yards Velvet Blanket Yarn Thick Fluffy Plush Yarn for Crocheting Hand Knitting Weaving Sweater Shawl Scarf Gloves DIY Craft 8 Colors, 55 Yards Each",17.99,Knitting & Crochet Supplies,england,brandB
1050613,12 Pieces Long Straight Plastic Knitting Needles Set Long Straight Knitting Needles for Beginner Jumbo Yarn Large Project Kitting Embroidery Sewing DIY Craft,14.99,Knitting & Crochet Supplies,australia,brandI
840003,Knitter's Pride Nova Cubics Platina Knitting Needles Circular 16 inch (40cm) Size 7 (4.5mm) Bundle with 10 Artsiga Crafts Stitch Markers 320188,16.13,Knitting & Crochet Supplies,england,brandH
1050895,"2PCS Knitting Crochet Loops, 2 Styles Adjustable Knitting Crochet Rings Open Crochet Guide Ring Yarn Guide Finger Holder Knitting Thimble for Faster Knitting (Silver)",7.99,Knitting & Crochet Supplies,china,brandB
234424,"Akua Liquid Pigment Ink, Yellow Ochre",24.81,Printmaking Supplies,canda,brandF
234747,"Magnetic Semi-Automatic T Shirt Heat Press Machine 16 X 20'' Large Heat Press Sublimation with Smart LCD Transfer Sublimation Machine for Puzzles, Mouse Pads and Other Flat Heat Transfer Products",558.0,Printmaking Supplies,england,brandG
235263,TRANSPRO Plus Cap Press,349.0,Printmaking Supplies,china,brandB
235495,"Hahnemuhle Gutenberg Paper 31 X 41"" 100 gsm (15 Sheet Package)",89.98,Printmaking Supplies,korea,brandB
234794,"Mug Press, Tumbler Heat Press Machine 30 oz, Tumbler Sublimation Mug Press Machine Small Print with Thermostat LCD Touch Screen for Straight Skinny Cup Heat Transfer DIY (Brown)",109.99,Printmaking Supplies,china,brandB
230304,"Barydat 6 Pcs 3 Sizes Rubber Screen Printing Squeegee Wooden Ink Scraper Scraper 75 Durometer Silk Stencil Screen Printing Squeegee for Printmaking Water Fabric Supplies, 5.9 Inch 9.5 Inch 13.8 Inch",25.99,Printmaking Supplies,france,brandI
235017,"DNYSYSJ 1.8m Screen Printing Adhesive Tape, 80 Durometer, Polyurethane Silk Screen Printing Squeegee Blade for Ceramic, Glass, Advertising, PCB, Photovoltaic and Other Industries",28.9,Printmaking Supplies,england,brandH
235668,"Focalmotors Self-Adhesive Silk Screen Printing Stencil Mesh Transfers for DIY T-Shirt Fabric Painting Decoration, Style-F",5.29,Printmaking Supplies,canda,brandA
232499,YLZ Aluminum Silk Screen Printing Screens 16 x 20 Inch Frame-110 White Mesh (6 PCS),89.99,Printmaking Supplies,canda,brandC
235113,"Cyanotype 8"" x 10"" Paper - 12 pack (Mixed)",25.95,Printmaking Supplies,france,brandH
232795,Mesen 3-Pack Sublimation Blanks Tumblers Width Measurer - Accurately Measure Height and Width of Skinny and Straight Cups for Heat Press Sublimation Blanks Tumblers,6.98,Printmaking Supplies,germany,brandA
233982,"RECEZSYP 4 Pcs Sublimation Blank Slate Rock Stone Photo Frame with Lanyard and Display,Custom Heat Transfer Picture Frame for Heat Press Machine for Souvenir DIY Gift Decoration(6 x 7.9 Inch)",32.88,Printmaking Supplies,usa,brandI
234670,Heat Press Control Box Heat Press Machine Digital Box LED Controller Box Time Temperature Controller for 15x15”K-Type Digital Power Heat Press Machine with 2 Hole 110V 1400W,49.99,Printmaking Supplies,england,brandH
232719,"Silicone Sublimation Tumbler Clamp for 20oz Tumblers, Pincher for 20oz Skinny Tumbler Sublimation Mug Blanks, Perfect Tool for Sublimation Paper Application",3.79,Printmaking Supplies,germany,brandI
233985,"Hogg 30oz Sublimatable Green Glow Tumbler Case (25 Pack) DIY, Customizable, Add Logo, Vinyl, Alcohol Ink, or Glitter & Epoxy To Any Cup. Bulk/Wholesale Sublimation Tumblers",183.75,Printmaking Supplies,australia,brandF
235573,"CREATCABIN Sublimation Blanks Photo Frame MDF Hardboard Photo Frame Family for Heat Press Included Stands DIY Personalized Picture, 6x5.5 inch",12.0,Printmaking Supplies,england,brandH
235234,Sax True Flow Water Soluble Block Printing Ink - 16 Ounces - Violet,23.99,Printmaking Supplies,france,brandH
234840,Dip Ape Aged Wood Hydrographic Water Transfer Hydro Dip Dipping Kit,68.99,Printmaking Supplies,france,brandA
232686,"Armour Products 21-1657 Over N Over Glass Etching Stencil, 5-Inch by 8-Inch, Wild Things",9.69,Printmaking Supplies,canda,brandH
234563,Nurxiovo Heat Press Machine 12x10 in Swing Away Digital Heat Press Sublimation Heat Transfer Machine for T-Shirt/Mouse Pad/Phone Case/Cotton/Bags/Tablecloth,118.99,Printmaking Supplies,canda,brandI
232886,Etching Ink Color: Portland Cool Black,17.85,Printmaking Supplies,canda,brandC
233703,Caydo 23 Pieces Screen Printing Kit with 32 Ounce White Screen Printing Ink for T-Shirt and Silkscreen Printmaking,51.98,Printmaking Supplies,canda,brandI
233500,40PCS Sublimation Wristlet Keychain Neoprene Wristlet Strap Sublimation Wrist Lanyard Keychain Holder for DIY Crafts,12.99,Printmaking Supplies,usa,brandI
233194,Chalk Stencils Transfers Silk Screen Stencils Merry Christmas Stencils Mesh Self Adhesive Washable Reusable 8.5x11 inch PAINTS TRANSFER,9.59,Printmaking Supplies,usa,brandH
235663,"Armour Etch 15-0250 Cream, 22-Ounce (Тhrее Pаck)",122.85,Printmaking Supplies,korea,brandC
235782,"Sublimation Blanks Coasters, 10 Pcs 4 Inch Neoprene Square Sublimation Coasters Blank Heat Transfer Cup Mat for DIY Crafts Painting Heat Press Picture",11.99,Printmaking Supplies,korea,brandA
235761,"Nevertheless 16"" Aluminum Koata© Emulsion Scoop Coater - for Screen Printing/Coating Screens/Silk screening (16 INCH)",28.95,Printmaking Supplies,england,brandG
231952,"PYD Life 8 Pack Sublimation 40 OZ Tumblers with Handle Lid Blanks White,Sublimation Mugs Cups with Plastic Handle Lid and Straw for 40 OZ Tumbler Heat Press Sublimation Oven Printing",139.99,Printmaking Supplies,germany,brandA
1344266,"3Pcs Notebook Cover Resin Casting Molds for A5 A6 A7, LEOBRO Notebook Cover Silicone Molds, Resin Notebook Molds, Silicone Resin Molds for Notebook Epoxy Resin DIY, with Book Rings, Tweezers, Spoons",12.99,Scrapbooking & Stamping Supplies,england,brandB
1344252,"12 Sheets Glitter Letter Stickers,Self Adhesive Alphabet Number Stickers,letter and Number Stickers,Decals for Mailbox,DIY Crafts Art Making,Sign,Cars,Business,Address Number,Scrapbook, Grad Cap Decoration,Classroom Decor(Gold)",9.99,Scrapbooking & Stamping Supplies,england,brandB
1346313,"Juvale 30 Pieces Mini Alphabet Rubber Stamps and Symbols for Crafts, Letters, DIY Cards, Scrapbooking (0.65 x1 in)",9.99,Scrapbooking & Stamping Supplies,usa,brandC
1347804,"Printworks Printable Gold Glitter Cardstock, Perfect for Holiday School and Craft Projects, 15 Sheets, 8.5” x 11” (00516)",11.99,Scrapbooking & Stamping Supplies,usa,brandF
1346245,KSCRAFT Pumpkin Mug Shaker Metal Cutting Dies Stencils for DIY Scrapbooking Decorative Embossing DIY Paper Card,8.59,Scrapbooking & Stamping Supplies,france,brandE
1344585,"Small Photo Album 4x6 Photos, 2 Pack Leather Cover Mini Photo Book, 26-Page Holds 52 Pictures, Artwork or Postcards Storage",12.99,Scrapbooking & Stamping Supplies,france,brandG
1344021,6 Sheets Glitter Letter Alphabet Stickers Rhinestone Letter Stickers Graduation Cap Decoration Stickers 26 Letters Adhesive Gem Stickers Bling Alphabet Stickers for DIY Art and Craft(White),12.99,Scrapbooking & Stamping Supplies,france,brandH
1346981,"BBHM215PS Self-Adhesive Photo Corners, Acid-Free, Archival Quality. 0.5 Inch. Pack of 252. Black.",7.3,Scrapbooking & Stamping Supplies,france,brandI
1347627,"60pcs Bling Rhinestone Numbers Sticker 6sets 0-9Digits Self-Adhesive Iron on Crystal Numbers Stickers for DIY Crafts Laptop Gifts Furniture Car Clothing Decorations(Silver,1.57"")",18.99,Scrapbooking & Stamping Supplies,canda,brandA
1346442,Weeding Tools for Vinyl Scrap Collector,6.99,Scrapbooking & Stamping Supplies,usa,brandF
1342859,"ORACAL 651 White Permanent Vinyl - 12"" x 15 Feet Roll Glossy",12.75,Scrapbooking & Stamping Supplies,china,brandC
1342998,"Our Adventure Book 146 Pages 8.9*7.7 Inch Scrapbook Photo Album,Retro Style Embossed Letter Cover Travel Diary Journal Scrap Book Kit For Couples,Memory Book For Anniversary Wedding,Father's Day gift",18.99,Scrapbooking & Stamping Supplies,england,brandE
1343237,"60-Piece Wood Alphabet Stamp Set, Upper and Lowercase Letters with Symbols, Rubber Stamps for Kids, DIY Projects, Arts and Crafts, Scrapbooking, Classroom, Games",11.99,Scrapbooking & Stamping Supplies,france,brandH
1347485,"AC/DC Adapter Replacement for Cricut Cutting Machine Expression, Explore Air 2, Expression, Expression 2, Original, Cake, Mini, Explore Air, Explore Air 2, Explore One Power Cord",11.99,Scrapbooking & Stamping Supplies,england,brandG
1345537,"Renfio Pearl White Chunky Glitter, 3.5 Oz (100g) Metallic PET Flake Mixed Fine Powder Face Glitters for Craft Resin Pigment Tumbler Ornament Painting Hair Body Wedding Decor - Pearl White",6.99,Scrapbooking & Stamping Supplies,canda,brandA
1344025,Knaid Flower Eucalyptus Plant Stickers Set (160 Pieces) - PET Transparent Waterproof Decorative Decals for Scrapbook DIY Crafts Album Bullet Journal Planner Water Bottles Phone Cases Laptops,9.99,Scrapbooking & Stamping Supplies,canda,brandG
1344581,"PET Flower Tapes for Journaling and Scrapbooking, Washi Tape Junk Journal Scrapbook Supplies Decorative Tapes Set Bullet Journaling Supplies, Pre Cutting, 3 Inches Wide 79 Inches/roll",9.99,Scrapbooking & Stamping Supplies,australia,brandH
1345343,"Surebonder DT-200 Mini Dual Temperature Glue Gun, 20-watt",9.48,Scrapbooking & Stamping Supplies,usa,brandG
1344023,Oracal 651 Glossy Permanent Vinyl 12 Inch x 6 Feet - Dark Red,8.05,Scrapbooking & Stamping Supplies,usa,brandA
1343777,"Tosnail 5 Pack 6"" x 8"" Rubber Stamp Carving Blocks, Soft Rubber for Craft Project - Great for Beginners and Professional",19.99,Scrapbooking & Stamping Supplies,korea,brandC
1347087,"50W Mini Hot Glue Gun, Anti-Drip Fast Preheating Mini Glue Gun Kit with 30 PCS Glue Sticks for DIY, Arts & Craft, Home Repairs, and Decorations 50W",12.99,Scrapbooking & Stamping Supplies,usa,brandH
1346930,Sigma Kappa - Sticker Sheet - Retro Theme,10.99,Scrapbooking & Stamping Supplies,england,brandC
1345453,"14 Packs Pen Adapter Set Compatible with Cricut (Explore Air, Explore Air 2, Air 3, and Maker,Maker 3), Pen Holder Compatible with (Sharpie/Bic/Crayola/Sakura/Pilot/Pentel)",9.92,Scrapbooking & Stamping Supplies,korea,brandA
1344812,SandyLion DAB9 Disney Classics Scrapbook Album Blue,19.99,Scrapbooking & Stamping Supplies,england,brandE
1345899,"Stencils for Painting, 60pcs 3 Inch Reusable Samll Stencils for Crafts on Fabric Wood Wall Rock and Other Home Decor, Flower Stencils & Other Plant Stencils, Butterfly Stencils",9.99,Scrapbooking & Stamping Supplies,canda,brandG
1344782,"Photo Album 4x6 220 Photos with Memo Slip-in Pockets, Premium Leather Cover Picture Albums 4x6 with Writing Space Hold Horizontal Photos for Wedding Baby Vacation Christmas Mother's Day Blue",17.99,Scrapbooking & Stamping Supplies,australia,brandB
1345424,"Sizzix 3-D Embossing , Tim Holtz, One Size, Lumber Folder",10.08,Scrapbooking & Stamping Supplies,china,brandB
1346234,"30PCS Premium Fine Point Blade Compatible with Cricut Explore Air 2/Explore 3, Replacement Cutting Blades Compatible with Cicut Maker/Maker 3, Can Cut Most thinner Materials",8.49,Scrapbooking & Stamping Supplies,australia,brandA
1231012,"ohayoo Puff Vinyl Heat Transfer - 3D Puff Vinyl Color Changing Vinyl Heat Transfer Vinyl Puff HTV Iron on Vinyl for T-Shirts Hat Pillow Hoodie DIY Fabric Supplies (12"" x 10"")(UV Color Change - 3pc)",12.99,Sewing Products,germany,brandB
1121229,"12pcs Bobbins fits Singer Sewing Machine - Class 15 Plastic Bobbins, 81348",6.95,Sewing Products,canda,brandG
1122313,Clover Patchwork Pins Fine,8.18,Sewing Products,germany,brandG
1231490,"Cutex Motor Belt #130944001 - Brother VX, XL,XR Series Sewing Machines",10.95,Sewing Products,australia,brandG
1124849,"Midi Ribbon Baby Ribbon It's A Boy Baby Blue Celebration Double Face Satin Craft Ribbon, 3/8 Inch by 25 Yard, Boy Ribbon for Baby Shower Birthday Christening Party Favor Gift Wrap Diaper Cake Decor",7.99,Sewing Products,australia,brandH
1122383,Bosal Katahdin On-A-Roll Organic Cotton Batting 2-1/4 inches by 50 Yards,31.31,Sewing Products,korea,brandA
1121440,Harley Davidson Logo ( 2 Small) Embroidered Patch to Iron on,8.8,Sewing Products,korea,brandA
1120170,"Mr. Pen- Sewing Ruler, 3 x17 Inch, Acrylic Ruler, Quilting Ruler, Cutting Ruler, Acrylic Ruler for Cutting Fabric, Rulers for Quilting and Sewing, Non Slip Quilt Rulers, Sewing Supplies",6.95,Sewing Products,china,brandF
1120650,"Hook and Loop Tape 2in x 4in 10 Pairs, Slef Adhesive Interlocking Tape Strip, Mounting Tape Heavy Duty Adhesion, Hook Lopp Fastener Double Sided Tape,Sticky Back Fastener",11.99,Sewing Products,usa,brandF
1124370,"Bonded Nylon Thread for Sewing Leather,Upholstery,Jeans and Wig; #69 T70 Size 210D/3 1400 Yards (Black)",9.59,Sewing Products,korea,brandE
1230883,PAGOW Colorful Mushroon Shape Sewing Buttons Craft Resin Pearl Fasteners Scrapbooking DIY Christmas for Kids Clothes Coat Shirt Childre Buckle 11mm Mixed 8 Color (120),9.99,Sewing Products,korea,brandA
1124154,"HONEYSEW AC Power Cable Cord Compatible with Brother, Singer, White, Baby-Lock, Viking, Pfaff Sewing Machine",7.9,Sewing Products,australia,brandA
1231239,3”x 2” Texas State Flag Patch- Embroidered Emblem Tactical Backpack Bag - Backing: Hook and Loop,5.99,Sewing Products,usa,brandI
1121610,Needle Threaders 10PCS Assorted Colors Plastic Flower Head Wire Loop Needle Threaders for Hand Stitching,3.2,Sewing Products,england,brandC
